Código da Planilha;Primeira Camada SIOPE;Segunda Camada SIOPE;Terceira Camada SIOPE;Quarta Camada SIOPE;Quinta Camada SIOPE;Observação/Regra
1591;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Creche) ;306 - Alimentação e Nutrição - Merenda Escolar;
1625;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Creche) ;365 - Educação Infantil;
1626;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Creche) ;367 - Educação Especial;
1627;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Creche) ;782 - Transporte Escolar;
1593;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Pré-Escola) ;122 - Administração Geral;
1594;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Pré-Escola) ;306 - Alimentação e Nutrição - Merenda Escolar;
1628;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Pré-Escola) ;365 - Educação Infantil;
1629;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Pré-Escola) ;367 - Educação Especial;
1630;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Educação Infantil (Pré-Escola) ;782 - Transporte Escolar;
1489;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Fundamental ;122 - Administração Geral;
1053;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Fundamental ;306 - Alimentação e Nutrição - Merenda Escolar;
1154;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Fundamental ;361 - Ensino Fundamental;
1451;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Fundamental ;366 - Educação de Jovens e Adultos;
1452;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Fundamental ;367 - Educação Especial;
1056;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Fundamental ;782 - Transporte Escolar;
1490;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Médio ;122 - Administração Geral;
1063;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Médio ;306 - Alimentação e Nutrição - Merenda Escolar;
1156;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Médio ;362 - Ensino Médio;
1453;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Médio ;366 - Educação de Jovens e Adultos;
1454;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Médio ;367 - Educação Especial;
1066;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Médio ;782 - Transporte Escolar;
1491;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Profissional ;122 - Administração Geral;
1073;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Profissional ;306 - Alimentação e Nutrição - Merenda Escolar;
1158;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Profissional ;363 - Ensino Profissional;
1076;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Ensino Profissional ;782 - Transporte Escolar;
1492;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Educação Infantil (Creche) ;122 - Administração Geral;
1083;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Educação Infantil (Creche) ;306 - Alimentação e Nutrição - Merenda Escolar;
1159;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Educação Infantil (Creche) ;365 - Educação Infantil;
1455;Despesas Custeadas c/ Recursos Vinculados;Outras Transferências de Recursos do FNDE ;Educação Infantil (Creche) ;367 - Educação Especial;
